-0.49 -0.49 -0.135671 0.254735 0.000961283 0.000942941 -3.84785e-06 0.000953172 1.68197e-08 272.134 
-0.47 -0.49 -0.459261 -0.102194 0.000960004 0.00094259 -1.45065e-06 0.000952971 1.68114e-08 272.212 
-0.45 -0.49 -0.682719 0.183717 0.00095989 0.000945582 -1.40973e-06 0.000954385 1.68286e-08 272.337 
-0.49 -0.47 -0.246942 0.409683 0.000957776 0.00094182 -1.89585e-06 0.000950675 1.67756e-08 272.136 
-0.43 -0.49 -0.707679 -0.108571 0.000959092 0.000943172 -8.65796e-07 0.000953234 1.67883e-08 272.661 
-0.47 -0.47 -0.460618 0.443753 0.000959116 0.000943071 -2.52037e-06 0.000952276 1.682e-08 271.874 
-0.41 -0.49 -0.732756 -0.0429603 0.000960109 0.000945349 -1.03266e-06 0.000953245 1.6787e-08 272.685 
-0.45 -0.47 -0.685281 0.262052 0.000959696 0.000944712 -1.98068e-06 0.000952865 1.6815e-08 272.123 
-0.49 -0.45 -0.043267 0.812198 0.000961009 0.00094175 -2.01265e-06 0.000952762 1.68283e-08 271.878 
-0.39 -0.49 -0.811628 0.186037 0.000959723 0.000948332 -1.08085e-06 0.00095474 1.67997e-08 272.906 
-0.43 -0.47 -0.878024 0.0544327 0.000960244 0.000943362 -1.48258e-06 0.000952998 1.68141e-08 272.175 
-0.47 -0.45 -0.277775 0.532642 0.000960565 0.000943044 -2.20321e-06 0.00095275 1.68146e-08 272.097 
-0.37 -0.49 -0.806341 -0.135605 0.000960339 0.000946452 -7.84762e-07 0.000954697 1.68096e-08 272.733 
-0.41 -0.47 -0.736843 -0.0158726 0.000961587 0.000946127 -1.5953e-06 0.000954909 1.68139e-08 272.724 
-0.45 -0.45 -0.138193 0.140482 0.000961247 0.000944216 -2.49571e-06 0.000952781 1.68303e-08 271.851 
-0.49 -0.43 0.0248098 0.921171 0.000962601 0.000942978 -1.79055e-06 0.000954521 1.68514e-08 272.007 
-0.35 -0.49 -0.878303 0.290695 0.000961123 0.000947935 4.77534e-07 0.000954054 1.68212e-08 272.361 
-0.39 -0.47 -0.923707 0.186833 0.000962507 0.000947335 -1.33706e-06 0.000955932 1.68332e-08 272.703 
-0.43 -0.45 -0.219725 0.164254 0.000962846 0.000944696 -3.31628e-06 0.000955146 1.68543e-08 272.138 
-0.47 -0.43 -0.280366 0.928947 0.000963567 0.000942797 -3.46089e-06 0.000953895 1.68553e-08 271.766 
-0.37 -0.47 -1.1108 -0.0190201 0.000962744 0.000946524 -1.32051e-06 0.000955556 1.68406e-08 272.477 
-0.41 -0.45 -0.573774 0.0882127 0.000963996 0.000945186 -3.9994e-06 0.00095512 1.68488e-08 272.219 
-0.45 -0.43 -0.674969 -0.0288527 0.000963857 0.000945009 -3.1618e-06 0.000955246 1.6869e-08 271.93 
-0.49 -0.41 -0.258259 1.04034 0.000965216 0.000945187 -2.90713e-06 0.000956672 1.68557e-08 272.55 
-0.35 -0.47 -1.10303 0.295954 0.000964026 0.000947756 -1.03566e-06 0.000956948 1.68531e-08 272.672 
-0.39 -0.45 -0.668769 0.475245 0.00096443 0.000945689 -1.4944e-06 0.000955436 1.68572e-08 272.174 
-0.43 -0.43 -0.721907 0.48449 0.000963602 0.000944831 -2.66074e-06 0.000955484 1.68406e-08 272.456 
-0.47 -0.41 -0.201754 1.03639 0.000964113 0.000943402 -3.61516e-06 0.000954481 1.68559e-08 271.922 
-0.37 -0.45 -0.849744 0.171741 0.000964213 0.00094751 -1.72112e-06 0.00095662 1.68421e-08 272.756 
-0.41 -0.43 -1.06896 0.332439 0.000963411 0.000944378 -4.04801e-06 0.000954651 1.68559e-08 271.972 
-0.45 -0.41 -0.38589 0.669948 0.000964488 0.000943856 -3.06497e-06 0.000955402 1.68751e-08 271.876 
-0.35 -0.45 -0.989508 0.229916 0.000964101 0.000947222 -1.36225e-06 0.000956556 1.686e-08 272.448 
-0.39 -0.43 -1.07517 0.351256 0.000963772 0.000943767 -2.54967e-06 0.000954342 1.68509e-08 271.964 
-0.43 -0.41 -0.794636 0.57385 0.000964635 0.00094594 -3.86508e-06 0.000955925 1.6862e-08 272.236 
-0.47 -0.39 -0.106788 1.05838 0.000966273 0.000944013 -3.32839e-06 0.000955234 1.68672e-08 271.956 
-0.37 -0.43 -0.982218 0.159976 0.000965361 0.000947702 -1.6902e-06 0.000956634 1.68857e-08 272.055 
-0.41 -0.41 -0.795712 0.262587 0.000963851 0.000943838 -1.99575e-06 0.000955725 1.68799e-08 271.891 
-0.45 -0.39 -0.346963 0.807086 0.000965829 0.000942695 -2.75508e-06 0.00095475 1.68298e-08 272.421 
-0.35 -0.43 -1.18355 0.596744 0.000965559 0.000946942 -2.48487e-06 0.000957334 1.68777e-08 272.383 
-0.39 -0.41 -0.972162 0.410115 0.000963986 0.000943941 -3.95014e-06 0.000955807 1.68896e-08 271.757 
-0.43 -0.39 -0.594149 0.814092 0.000965835 0.000945999 -3.08674e-06 0.000957046 1.68832e-08 272.213 
-0.37 -0.41 -1.05826 0.350438 0.000964583 0.000946813 -2.73851e-06 0.000956644 1.68728e-08 272.266 
-0.41 -0.39 -0.816246 0.546368 0.000966818 0.000944799 -4.00388e-06 0.000956859 1.68988e-08 271.908 
-0.35 -0.41 -1.34229 0.571903 0.000964728 0.00094645 -1.96579e-06 0.000956436 1.68615e-08 272.389 
-0.39 -0.39 -1.00181 0.440811 0.000966744 0.000944232 -2.87248e-06 0.000955949 1.68682e-08 272.143 
-0.37 -0.39 -1.05684 0.505942 0.000967022 0.000945071 -3.64199e-06 0.000957786 1.68879e-08 272.347 
-0.35 -0.39 -0.957544 0.907289 0.000969259 0.000948992 -2.93586e-06 0.000959615 1.68985e-08 272.696 
-0.39 -0.37 -0.648479 0.467831 0.000967383 0.000944384 -3.54125e-06 0.00095752 1.691e-08 271.915 
-0.37 -0.37 -0.913876 0.721157 0.000967052 0.00094582 -4.21647e-06 0.000957611 1.68707e-08 272.576 
-0.49 -0.39 0.0534655 1.20634 0.000964511 0.000945075 -3.19147e-06 0.000955164 1.6845e-08 272.294 
